frame.time_epoch,frame.number
1276225281.428446000,2413
1276225281.429664000,2414
1276225281.433193000,2415
1276225281.437190000,2416
1276225281.438421000,2417
1276225281.441686000,2418
1276225281.442113000,2419
1276225281.442534000,2420
1276225281.442797000,2421
1276225281.446185000,2422
1276225281.447415000,2423
1276225281.451181000,2424
1276225281.455179000,2425
1276225281.456408000,2426
1276225281.458842000,2427
1276225281.463674000,2428
1276225281.464907000,2429
1276225281.468670000,2430
1276225281.472668000,2431
1276225281.473883000,2432
1276225281.477165000,2433
1276225281.481662000,2434
1276225281.482893000,2435
1276225281.486409000,2436
1276225281.487941000,2437
1276225281.488798000,2438
1276225281.491868000,2439
1276225281.501341000,2440
1276225281.503705000,2441
1276225281.504825000,2442
1276225281.516446000,2443
1276225281.517535000,2444
1276225281.529191000,2445
1276225281.530269000,2446
1276225281.535030000,2447
1276225281.542181000,2448
1276225281.543322000,2449
1276225281.558614000,2450
1276225281.560352000,2451
1276225281.583376000,2452
1276225281.584844000,2453
1276225281.597877000,2454
1276225281.598552000,2455
1276225281.599089000,2456
1276225281.599300000,2457
1276225281.600343000,2458
1276225281.601014000,2459
1276225281.601845000,2460
1276225281.601884000,2461
1276225281.602066000,2462
1276225281.602072000,2463
1276225281.602157000,2464
1276225281.602341000,2465
1276225281.602347000,2466
1276225281.602577000,2467
1276225281.602911000,2468
1276225281.642286000,2469
1276225281.642447000,2470
1276225281.656210000,2471
1276225281.657015000,2472
1276225281.668251000,2473
1276225281.668997000,2474
1276225281.679526000,2475
1276225281.680640000,2476
1276225281.681462000,2477
1276225281.683329000,2478
1276225281.690984000,2479
1276225281.691248000,2480
1276225281.691475000,2481
1276225281.702216000,2482
1276225281.716768000,2483
1276225281.721511000,2484
1276225281.722805000,2485
1276225281.725258000,2486
1276225281.726013000,2487
1276225281.729756000,2488
1276225281.731014000,2489
1276225281.738750000,2490
1276225281.742998000,2491
1276225281.744232000,2492
1276225281.747993000,2493
1276225281.751991000,2494
1276225281.753214000,2495
1276225281.756488000,2496
1276225281.760988000,2497
1276225281.760995000,2498
1276225281.762222000,2499
1276225281.762228000,2500
1276225281.766233000,2501
1276225281.770229000,2502
1276225281.771462000,2503
1276225281.774728000,2504
1276225281.778973000,2505
1276225281.780207000,2506
1276225281.783722000,2507
1276225281.787969000,2508
1276225281.787975000,2509
1276225281.789208000,2510
1276225281.789214000,2511
1276225281.793214000,2512
1276225281.796962000,2513
1276225281.798179000,2514
1276225281.800472000,2515
1276225281.802600000,2516
1276225281.828945000,2517
1276225281.833191000,2518
1276225281.834412000,2519
1276225281.835395000,2520
1276225281.838186000,2521
1276225281.842184000,2522
1276225281.843428000,2523
1276225281.846681000,2524
1276225281.850060000,2525
1276225281.850372000,2526
1276225281.850925000,2527
1276225281.850932000,2528
1276225281.851064000,2529
1276225281.852165000,2530
1276225281.854642000,2531
1276225281.855675000,2532
1276225281.855682000,2533
1276225281.855986000,2534
1276225281.856333000,2535
1276225281.856483000,2536
1276225281.857376000,2537
1276225281.858788000,2538
1276225281.859815000,2539
1276225281.860169000,2540
1276225281.861406000,2541
1276225281.864670000,2542
1276225281.868917000,2543
1276225281.869954000,2544
1276225281.870092000,2545
1276225281.870732000,2546
1276225281.875645000,2547
1276225281.880141000,2548
1276225281.881369000,2549
1276225281.884637000,2550
1276225281.889154000,2551
1276225281.890385000,2552
1276225281.892875000,2553
1276225281.894151000,2554
1276225281.894158000,2555
1276225281.898150000,2556
1276225281.899381000,2557
1276225281.902396000,2558
1276225281.906894000,2559
1276225281.908124000,2560
1276225281.911890000,2561
1276225281.915890000,2562
1
